AVG_TAX_LEVY,AVG_LAND_VALUE,POSTAL_CODE,LATITUDE,LONGITUDE
7527.925333333334,1694466.6666666667,V5K1K3,49.2877181,-123.0491211
7486.222,1665800.0,V5K1K4,49.2877198,-123.0464261
7979.731333333333,1715639.2666666666,V5K1K5,49.287766,-123.046489
8328.052222222223,1755555.5555555555,V5K1K6,49.287812,-123.02702
7986.931,1720900.0,V5K1K7,49.2877617,-123.027317
7616.614444444444,1712777.7777777778,V5K1K8,49.2877548,-123.0255323
7522.028333333333,1648166.6666666667,V5K1K9,49.287826,-123.025441
7587.272,1639800.0,V5K1L1,49.286805,-123.056546
0.0,25534000.0,V5K1L2,49.286789,-123.055679
7917.69,1680625.0,V5K1L3,49.286774,-123.05451
8028.754615384615,1786000.0,V5K1L4,49.2868523,-123.0541381
7728.310666666667,1786000.0,V5K1L5,49.2868526,-123.0516167
7582.046,1667866.6666666667,V5K1L6,49.2868534,-123.0518554
8764.747692307692,1948384.6153846155,V5K1L7,49.286776,-123.049305
7817.744615384615,1741384.6153846155,V5K1L8,49.286845,-123.049093
7421.519333333334,1674467.0,V5K1L9,49.2868375,-123.0465345
7651.46,1698090.9090909092,V5K1M2,49.286771,-123.029452
8360.275,1999718.375,V5K1M3,49.2868064,-123.0273661
8034.131111111112,1761155.5555555555,V5K1M4,49.28678,-123.027617
7429.705454545456,1615454.5454545454,V5K1M5,49.2867992,-123.0255357
8456.236,1918905.3,V5K1M6,49.286803,-123.02532
552.0,3179000.0,V5K1M7,49.285752,-123.056149
7264.208571428571,1680285.7142857143,V5K1M8,49.2857687,-123.0557694
7594.935882352941,1717588.2352941176,V5K1M9,49.2857636,-123.0543734
7468.678125,1675000.0,V5K1N1,49.285744,-123.054522
8043.644166666668,1850500.0,V5K1N2,49.285748,-123.051983
7141.803529411765,1531235.294117647,V5K1N3,49.285747,-123.051958
7561.33,1675000.0,V5K1N4,49.2857469,-123.0490775
8318.782857142856,2149000.0,V5K1N5,49.2857446,-123.0487218
8609.934285714286,1842428.5714285714,V5K1N6,49.285724,-123.046188
8485.797692307691,1847230.7692307692,V5K1N8,49.285714,-123.030412
7112.4457142857145,1664836.5714285714,V5K1N9,49.2857186,-123.0305351
7511.0275,1598687.5,V5K1P1,49.285752,-123.027934
8535.337777777777,1879222.2222222222,V5K1P2,49.285752,-123.027687
8072.956,1736400.0,V5K1P3,49.285754,-123.025439
8548.513333333334,1938750.0,V5K1P4,49.2857615,-123.0247055
7500.7175,1613625.0,V5K1P5,49.2849173,-123.0565091
6118.495454545454,1347466.2727272727,V5K1P6,49.284812,-123.055917
7095.9225,1606000.0,V5K1P7,49.2849183,-123.0543862
7276.718,1588746.6666666667,V5K1P8,49.284845,-123.054629
7106.7411764705885,1541529.4117647058,V5K1P9,49.284819,-123.052005
7258.881875,1573375.0,V5K1R1,49.2848285,-123.0508495
7817.6669999999995,1797720.0,V5K1R2,49.2849207,-123.0490232
7512.659285714285,1605928.5714285714,V5K1R3,49.2849207,-123.0488871
7690.2119999999995,1719800.0,V5K1R4,49.284836,-123.046703
7998.009999999999,1506555.5555555555,V5K1R5,49.284836,-123.046194
7553.225333333334,1674499.4,V5K1R8,49.284818,-123.030584
6788.177333333334,1481866.6666666667,V5K1R9,49.28482,-123.03044
7714.9925,1675000.0,V5K1S1,49.284841,-123.028132
7333.540666666667,1593600.0,V5K1S2,49.2847833,-123.0281347
7641.144,1717820.0,V5K1S3,49.284858,-123.025177
8015.298,1701400.0,V5K1S4,49.284858,-123.024945
7211.652222222223,1538000.888888889,V5K1S5,49.283944,-123.056239
6467.465,1471500.0,V5K1S6,49.28394,-123.056038
7307.092666666666,1657200.0,V5K1S7,49.283914,-123.05464
7298.274666666666,1578733.3333333333,V5K1S8,49.283916,-123.054538
7552.954666666667,1662380.7333333334,V5K1S9,49.2839928,-123.0518669
7530.789375,1674187.5,V5K1T1,49.28395,-123.051982
8727.9625,1931666.6666666667,V5K1T2,49.2839848,-123.0491438
8099.975714285714,1774136.857142857,V5K1T3,49.283957,-123.049365
7609.994545454546,1642000.0,V5K1T4,49.283928,-123.046575
7392.999166666667,1635800.0,V5K1T5,49.2839764,-123.0463585
8663.607,2030100.0,V5K1T8,49.283877,-123.030479
7680.763571428572,1670905.0,V5K1T9,49.2839196,-123.030614
7280.195,1598750.0,V5K1V1,49.2839202,-123.0281755
7518.073333333334,1660133.3333333333,V5K1V2,49.283918,-123.028015
7647.751111111111,1677000.0,V5K1V3,49.283941,-123.025172
7212.025000000001,1675250.0,V5K1V4,49.283941,-123.025134
7873.75909090909,1679909.0909090908,V5K1V5,49.283043,-123.056601
7594.4514285714295,1643000.0,V5K1V6,49.283041,-123.056229
7727.835625,1668250.0,V5K1V7,49.2831278,-123.0543983
7394.296428571428,1688428.5714285714,V5K1V8,49.283033,-123.054466
7774.784666666667,1647800.0,V5K1V9,49.283028,-123.051825
7447.284000000001,1675000.0,V5K1W1,49.283037,-123.049302
7919.665714285714,1777000.0,V5K1W2,49.283027,-123.048189
7721.009090909091,1710727.2727272727,V5K1W3,49.2830863,-123.046559
7311.49,1655454.5454545454,V5K1W4,49.283017,-123.04648
8249.336363636363,1997391.6363636365,V5K1W7,49.282998,-123.030699
6414.51,1413473.6842105263,V5K1W8,49.282998,-123.030652
7564.272666666667,1704600.0,V5K1W9,49.283009,-123.028162
7375.001818181819,1642818.1818181819,V5K1X1,49.2830045,-123.025214
7350.798888888889,1675000.0,V5K1X2,49.283022,-123.025161
6861.62,2107750.0,V5K1X3,49.2821651,-123.0564933
7644.831249999999,1656375.0,V5K1X4,49.2821,-123.056308
6996.1,1690400.0,V5K1X5,49.282102,-123.054674
7160.022857142857,1591000.0,V5K1X6,49.282114,-123.052039
7571.508125,1675000.0,V5K1X7,49.2821862,-123.0492385
7197.056875,1586687.5,V5K1X8,49.282118,-123.049266
7760.962500000001,1657083.3333333333,V5K1X9,49.282099,-123.046707
7086.878,1585000.0,V5K1Y3,49.282032,-123.030634
6560.228235294118,1424117.6470588236,V5K1Y4,49.282036,-123.030397
7492.728,1591000.0,V5K1Y5,49.282073,-123.028114
7249.035454545455,1591000.0,V5K1Y6,49.282097,-123.025538
7838.7925,1643333.3333333333,V5K1Y7,49.28208,-123.0246355
7335.6,1637000.0,V5K1Z4,49.274116,-123.04683
109408.0,6690000.0,V5K1Z5,49.281268,-123.049479
168240.0,9327000.0,V5K2A1,49.281171,-123.044376
0.0,2603000.0,,,
36454.5,4573000.0,V5K2A5,49.281151,-123.02841
24210.6,3813000.0,V5K2A7,49.280935,-123.025743
7415.0275,1525500.0,V5K2B2,49.280269,-123.055285
7215.885555555556,1639622.2222222222,V5K2B3,49.280269,-123.05492
7281.927857142858,1572000.0,V5K2B4,49.28025,-123.052628
8123.018666666667,1824847.4,V5K2B5,49.280248,-123.05234
8321.748333333333,1727000.0,V5K2B6,49.28025,-123.049759
8407.198571428571,1817142.857142857,V5K2B7,49.280249,-123.050203
8271.356,1827533.3333333333,V5K2B8,49.28023,-123.047097
6959.420714285714,1561813.7142857143,V5K2B9,49.28023,-123.047097
7432.354166666667,1586083.3333333333,V5K2C1,49.280242,-123.04475
9134.18857142857,2062142.857142857,V5K2C2,49.280242,-123.044799
3397.547027027027,879918.9189189189,V5K2C3,49.280228,-123.041677
9779.528181818181,2140090.909090909,V5K2C4,49.280241,-123.036696
0.0,13527000.0,V5K2C5,49.280243,-123.037415
7401.078181818182,1609181.8181818181,V5K2C6,49.280231,-123.034218
7597.956666666666,1616166.6666666667,V5K2C7,49.280224,-123.032575
6968.82,1480000.0,V5K2C9,49.280218,-123.028489
8109.698571428571,1858142.857142857,V5K2E1,49.280215,-123.02903
7025.253125,1480000.0,V5K2E2,49.280231,-123.025881
7244.245294117647,1673400.0,V5K2E3,49.280095,-123.02582
7922.189090909091,1771727.2727272727,V5K2E4,49.280206,-123.023814
6649.794166666667,1404076.25,V5K2E5,49.280209,-123.024003
7096.057777777778,1554444.4444444445,V5K2E6,49.279098,-123.056571
7416.232857142858,1816000.0,V5K2E7,49.279098,-123.056588
7143.806875,1536250.0,V5K2E8,49.279101,-123.054384
8312.309230769231,1844261.5384615385,V5K2E9,49.2791242,-123.0541118
6957.775,1557750.0,V5K2G1,49.279086,-123.052066
6963.368181818182,1588181.8181818181,V5K2G2,49.279089,-123.051601
7604.565625,1698750.0,V5K2G3,49.279097,-123.049194
7250.055,1595000.0,V5K2G4,49.279101,-123.048536
6933.926666666666,1545200.0,V5K2G5,49.2791102,-123.0464763
8095.022222222222,1708048.4444444445,V5K2G6,49.279104,-123.046198
7111.8925,1507187.5,V5K2G7,49.279088,-123.043967
7738.5625,1640375.0,V5K2G8,49.279089,-123.043819
6660.323333333334,1488000.0,V5K2G9,49.279088,-123.039308
7123.873333333334,1554600.0,V5K2H1,49.2791407,-123.038625
10732.47,2146000.0,V5K2H2,49.279087,-123.038346
7022.556875,1491000.0,V5K2H3,49.279099,-123.036127
8241.29111111111,1856229.3333333333,V5K2H4,49.2791415,-123.0360924
7772.9580000000005,1645000.0,V5K2H5,49.2791423,-123.0335199
6926.214,1434000.0,V5K2H6,49.2791422,-123.0333494
7504.64,1514000.0,V5K2H7,49.279085,-123.029996
7775.6825,1688500.0,V5K2H8,49.279087,-123.030092
6739.765625,1430212.5,V5K2H9,49.279052,-123.02806
7705.98625,1685562.5,V5K2J1,49.2790555,-123.0269295
8184.089999999999,1752910.0,V5K2J2,49.279059,-123.025366
6851.555454545454,1467818.1818181819,V5K2J3,49.2790916,-123.0255329
7098.811818181817,1547909.0909090908,V5K2J4,49.278309,-123.054911
7312.598,1558600.0,V5K2J5,49.278307,-123.055109
6979.90125,1531750.0,V5K2J6,49.278287,-123.052329
7035.09,1532587.5625,V5K2J7,49.278288,-123.05242
7033.183125,1535437.5,V5K2J8,49.278268,-123.049725
7725.563333333334,1617333.3333333333,V5K2J9,49.278269,-123.049823
7583.7525,1598750.0,V5K2K1,49.278277,-123.04781
6788.397999999999,1486500.0,V5K2K2,49.278281,-123.04727
6436.779411764706,1419117.6470588236,V5K2K3,49.278268,-123.044482
7264.954285714286,1558000.0,V5K2K4,49.278268,-123.044429
6923.756666666667,1518266.6666666667,V5K2K5,49.278269,-123.041874
7136.444166666667,1525000.0,V5K2K6,49.278269,-123.041724
7325.015833333334,1679183.3333333333,V5K2K7,49.27829,-123.039208
5176.005,18064250.0,V5K2K8,49.27829,-123.039208
6949.844285714286,1534977.9285714286,V5K2K9,49.278283,-123.036542
6266.979285714287,1749857.142857143,V5K2L1,49.278282,-123.03634
6906.826875,1511725.0,V5K2L2,49.278292,-123.033733
7309.824375,1528562.5,V5K2L3,49.278292,-123.033684
7191.161999999999,1593526.0,V5K2L4,49.278279,-123.032656
6613.58,1434000.0,V5K2L5,49.278281,-123.032788
6964.663636363636,1512272.7272727273,V5K2L6,49.278271,-123.028528
7242.785555555555,1515111.111111111,V5K2L7,49.278271,-123.028481
6668.26,1452625.0,V5K2L8,49.278289,-123.025781
5999.268421052632,1302526.3157894737,V5K2L9,49.278288,-123.02583
6797.065,1408250.0,V5K2M1,49.27829,-123.02379
7210.579166666666,1468666.6666666667,V5K2M2,49.27829,-123.023899
6527.244166666666,1401583.3333333333,V5K2M3,49.277444,-123.05664
7555.53625,1535843.75,V5K2M4,49.2775668,-123.0562239
7406.606875,1603000.0,V5K2M5,49.277459,-123.054498
7049.598125,1531653.5625,V5K2M6,49.277459,-123.054595
7323.6370588235295,1560588.2352941176,V5K2M7,49.2775613,-123.0519286
7162.919333333333,1585333.3333333333,V5K2M8,49.277464,-123.05202
7266.994375,1560625.0,V5K2M9,49.2775532,-123.0492354
7417.91,1610375.0,V5K2N1,49.2775531,-123.0492087
7161.609333333333,1541256.2,V5K2N2,49.277427,-123.046784
7555.072142857142,1688471.4285714286,V5K2N3,49.277427,-123.046684
7364.773636363636,1590272.7272727273,V5K2N4,49.2775465,-123.0439547
8471.23,1864750.0,V5K2N5,49.277425,-123.043864
7184.315625,1525062.5,V5K2N6,49.277449,-123.041261
7826.4925,1797000.0,V5K2N7,49.277447,-123.040854
7312.37,1547230.7692307692,V5K2N8,49.277435,-123.038798
8418.164999999999,1961800.0,V5K2N9,49.277435,-123.038603
7117.410588235294,1517588.2352941176,V5K2P1,49.277431,-123.036156
7131.31625,1526750.0,V5K2P2,49.277431,-123.0349615
6807.182222222222,1423222.111111111,V5K2P3,49.277434,-123.033412
6187.415,1311833.3333333333,V5K2P4,49.277437,-123.033125
7384.778333333333,1631333.3333333333,V5K2P5,49.277444,-123.029657
6992.738666666667,1444066.6666666667,V5K2P6,49.277421,-123.028377
6817.285384615385,1408461.5384615385,V5K2P7,49.277475,-123.023846
7287.23125,1554625.0,V5K2P8,49.276607,-123.056262
7526.555714285714,1551428.5714285714,V5K2P9,49.2766534,-123.056012
7327.051764705882,1554941.1764705882,V5K2R1,49.27661,-123.05463
7037.120000000001,1563647.0588235294,V5K2R2,49.2766065,-123.053479
7264.301764705882,1534588.2352941176,V5K2R3,49.276605,-123.051833
7123.440588235295,1553882.3529411764,V5K2R4,49.2766712,-123.0518601
7132.9037499999995,1539194.125,V5K2R5,49.276622,-123.049322
7203.205,1559250.0,V5K2R6,49.276621,-123.049181
7900.7072727272725,1981090.9090909092,V5K2R7,49.276612,-123.046574
8341.654,1960800.0,V5K2R8,49.276409,-123.043935
7303.95875,1653125.0,V5K2R9,49.276409,-123.042405
8193.363333333335,1778266.6666666667,V5K2S1,49.2764685,-123.0405471
7794.824444444444,1745466.6666666667,V5K2S2,49.276411,-123.040569
8107.969090909091,1679363.6363636365,V5K2S3,49.276411,-123.038729
7703.081666666666,1738083.3333333333,V5K2S4,49.2764687,-123.038614
7566.964666666667,1589266.6666666667,V5K2S5,49.2766768,-123.0362129
7182.369285714286,1597445.142857143,V5K2S6,49.276628,-123.036008
6382.571,1340200.0,V5K2S7,49.276624,-123.033468
7074.79,1369727.2727272727,V5K2S8,49.276624,-123.033441
7324.332857142857,1549096.7142857143,V5K2S9,49.27582,-123.056151
7038.65375,1520479.5,V5K2T1,49.27582,-123.056361
7302.160666666667,1545973.3333333333,V5K2T2,49.275819,-123.054468
7078.536875,1557250.0,V5K2T3,49.2758426,-123.054433
7318.2025,1548125.0,V5K2T4,49.2758618,-123.0518863
7151.432352941177,1515305.8823529412,V5K2T5,49.275805,-123.051948
7230.90625,1528187.5,V5K2T6,49.275798,-123.049368
7093.947647058823,1493176.4705882352,V5K2T7,49.275799,-123.049321
7693.27,1666200.0,V5K2T9,49.2754752,-123.0436668
8324.054285714286,1882857.142857143,V5K2V1,49.275344,-123.041144
7682.53,1513000.0,V5K2V2,49.275343,-123.04101
7683.88,1848000.0,V5K2V3,49.275337,-123.039849
7951.714999999999,1818700.0,V5K2V4,49.275353,-123.038771
7562.16,1540000.0,V5K2V5,49.2754527,-123.0384876
7407.02,1797000.0,V5K2V6,49.275377,-123.036782
7686.3099999999995,1555125.0,V5K2V7,49.275804,-123.036103
7518.901176470588,1583823.5294117648,V5K2V8,49.275805,-123.036207
6187.972857142857,1439214.2857142857,V5K2V9,49.27579,-123.033381
6756.9972727272725,1545545.4545454546,V5K2W1,49.27579,-123.033445
6759.031666666667,1542833.3333333333,V5K2W2,49.274962,-123.0566
7164.88125,1560375.0,V5K2W3,49.2750234,-123.0564202
7152.040588235294,1556352.9411764706,V5K2W4,49.2750329,-123.0544584
6864.6482352941175,1520588.2352941176,V5K2W5,49.274934,-123.054663
7125.3164705882355,1536372.6470588236,V5K2W6,49.2750519,-123.0518992
7130.4,1548666.6666666667,V5K2W7,49.275052,-123.0518721
7089.767142857143,1601428.5714285714,V5K2W8,49.2750636,-123.0490885
7277.881249999999,1560687.5,V5K2W9,49.2750622,-123.0492741
7602.293333333333,1545533.3333333333,V5K2X1,49.27495,-123.036
7025.678823529412,1543176.4705882352,V5K2X2,49.2750214,-123.036155
7041.665714285715,1527428.5714285714,V5K2X3,49.274964,-123.033364
5608.675333333334,1403866.6666666667,V5K2X4,49.275014,-123.033396
6956.579333333333,1451800.0,V5K2X5,49.274955,-123.030502
7093.625714285715,1436100.2142857143,V5K2X6,49.274955,-123.030415
6867.3026666666665,1431266.6666666667,V5K2X7,49.2749969,-123.0281786
6975.214000000001,1433266.6666666667,V5K2X8,49.274962,-123.028256
7080.861538461539,1458166.6923076923,V5K2X9,49.274962,-123.025832
7389.499230769231,1472307.6923076923,V5K2Y1,49.274963,-123.025876
7312.447142857143,1551142.857142857,V5K2Y2,49.274178,-123.05625
7167.1241176470585,1551705.8823529412,V5K2Y3,49.274209,-123.054626
6951.956470588235,1527235.294117647,V5K2Y4,49.274208,-123.054578
6806.142352941177,1509247.4117647058,V5K2Y5,49.2742247,-123.0519116
7092.620000000001,1547647.0588235294,V5K2Y6,49.274175,-123.051949
7369.432142857143,1595142.857142857,V5K2Y7,49.274129,-123.049231
7106.8966666666665,1548933.3333333333,V5K2Y8,49.274245,-123.0490889
7451.026666666668,1584333.3333333333,V5K2Y9,49.274118,-123.045832
7070.7625,1519975.0,V5K2Z1,49.2741941,-123.0362089
6958.916666666667,1611155.1333333333,V5K2Z2,49.274113,-123.036078
7295.014117647059,1546823.5294117648,V5K2Z3,49.274117,-123.033347
7134.041764705883,1542764.705882353,V5K2Z4,49.274117,-123.033443
6925.071666666667,1365833.3333333333,V5K2Z5,49.274215,-123.029636
6760.02625,1441750.0,V5K2Z6,49.274142,-123.029326
7130.719285714286,1431357.142857143,V5K2Z7,49.27412,-123.027868
7330.915,1429000.0,V5K2Z8,49.27412,-123.027444
7988.283333333333,1894333.3333333333,V5K2Z9,49.2731376,-123.0565816
7078.2123529411765,1548941.1764705882,V5K3A2,49.2733148,-123.0544186
8483.015384615384,1863307.6923076923,V5K3A3,49.2733149,-123.0543928
7165.871875,1540625.0,V5K3A4,49.273215,-123.052094
7876.492941176471,1737614.1176470588,V5K3A5,49.273214,-123.052045
6363.710526315789,1382578.9473684211,V5K3A6,49.273194,-123.049373
8078.758125,1768812.5,V5K3A7,49.273194,-123.049326
7884.091428571429,1740357.142857143,V5K3A8,49.273198,-123.046874
7074.91,1575000.0,V5K3A9,49.2733366,-123.0447613
6892.984285714286,1479857.142857143,V5K3B1,49.2733368,-123.0440292
8589.256666666666,1855133.3333333333,V5K3B2,49.273202,-123.044059
7384.97875,1588125.0,V5K3B3,49.2733374,-123.0425777
6902.18875,1484000.0,V5K3B4,49.273191,-123.04134
7861.618,1758000.0,V5K3B5,49.2733396,-123.041156
8644.473333333333,1843333.3333333333,V5K3B6,49.2733474,-123.0399617
6364.515,1414979.5,V5K3B7,49.273215,-123.038756
8771.282307692307,1939333.6923076923,V5K3B8,49.2733478,-123.0386575
7469.45,1593166.6666666667,V5K3B9,49.273223,-123.037303
7737.359230769231,1705230.7692307692,V5K3C1,49.273213,-123.036067
7483.418125,1570187.5,V5K3C2,49.273213,-123.03627
6547.073529411765,1507411.7647058824,V5K3C3,49.273218,-123.033435
8377.43,1885500.0,V5K3C4,49.2722814,-123.0561227
8246.38,1925000.0,V5K3C5,49.2722819,-123.0560154
8045.714545454545,1862818.1818181819,V5K3C6,49.272236,-123.054628
8609.1,1847416.6666666667,V5K3C7,49.272237,-123.054485
7839.815625,1753812.5,V5K3C8,49.27224,-123.052085
7691.191176470588,1678647.0588235294,V5K3C9,49.272225,-123.050974
7474.09125,1688125.0,V5K3E1,49.272205,-123.04937
8198.095714285713,1824714.2857142857,V5K3E2,49.272206,-123.049235
7819.676,1656200.0,V5K3E3,49.272209,-123.046905
7411.291538461538,1670692.3076923077,V5K3E4,49.27233,-123.0463298
7806.443571428572,1725785.7142857143,V5K3E5,49.272201,-123.044078
8047.259285714286,1768785.7142857143,V5K3E6,49.2722,-123.043766
8744.555384615385,1950153.8461538462,V5K3E7,49.2723485,-123.0413796
7949.92,1827846.1538461538,V5K3E8,49.272196,-123.041295
8488.132142857143,1827285.7142857143,V5K3E9,49.272359,-123.0387075
8220.7175,1818666.6666666667,V5K3G1,49.2723773,-123.03629
8157.561428571428,1753000.0,V5K3G2,49.272226,-123.036139
7892.3533333333335,1925000.0,V5K3G4,49.271261,-123.056134
7654.09,1925000.0,V5K3G5,49.2713689,-123.0558349
7900.550714285715,1761285.7142857143,V5K3G6,49.271253,-123.054774
8463.577272727272,1926454.5454545454,V5K3G7,49.271256,-123.054371
8228.414117647058,1753823.5294117648,V5K3G8,49.2713996,-123.0519631
0.0,99013000.0,V5K3G9,49.271305,-123.049942
7828.918000000001,1769000.0,V5K3H1,49.271308,-123.049316
7664.271176470588,1665764.705882353,V5K3H2,49.271309,-123.049408
7965.652307692308,1753538.4615384615,V5K3H3,49.2712915,-123.0459375
7915.266153846154,1754000.0,V5K3H4,49.2713,-123.046949
7938.676153846154,1802153.8461538462,V5K3H5,49.2714031,-123.0435773
8151.5,1744071.4285714286,V5K3H6,49.2714029,-123.0439347
7962.056666666667,1768933.3333333333,V5K3H7,49.271274,-123.041461
8079.219285714286,1828014.2857142857,V5K3H8,49.2714039,-123.0412998
9179.483846153846,1913564.6153846155,V5K3H9,49.271271,-123.038753
7344.3607142857145,1722571.4285714286,V5K3J1,49.271296,-123.036279
8100.441428571428,1741857.142857143,V5K3J2,49.271296,-123.036208
8411.97,1787666.6666666667,V5K3J3,49.270327,-123.05615
8184.836666666666,1925000.0,V5K3J4,49.270326,-123.055868
8309.5025,1868666.6666666667,V5K3J5,49.2704716,-123.054443
7891.956666666666,1755583.3333333333,V5K3J6,49.270329,-123.054362
8038.209285714285,1806285.7142857143,V5K3J7,49.270319,-123.049345
6992.715625,1650812.5,V5K3J8,49.2705013,-123.0492718
8091.348333333334,1720666.6666666667,V5K3J9,49.270306,-123.046829
7662.361666666667,1701250.0,V5K3K1,49.270305,-123.046927
7589.049375,1684937.5,V5K3K2,49.270309,-123.043906
8581.812727272727,1841181.8181818181,V5K3K3,49.270308,-123.043714
7308.932,1684933.3333333333,V5K3K4,49.270296,-123.041462
7683.167647058824,1664760.2352941176,V5K3K5,49.2703085,-123.04036
7969.197857142857,1684857.142857143,V5K3K6,49.270326,-123.038819
9094.062307692308,1955230.7692307692,V5K3K7,49.2705233,-123.0387346
7912.291538461538,1754000.0,V5K3K8,49.270348,-123.036239
7445.946428571428,1654142.857142857,V5K3K9,49.270348,-123.036188
7038.865,1564500.0,V5K3L1,49.288532,-123.05448
7523.93,1685000.0,V5K3L2,49.29004,-123.054485
7648.215,1760000.0,V5K3L3,49.286514,-123.051971
7802.83,1786000.0,V5K3L4,49.28636,-123.052006
6967.55,1454000.0,V5K3L6,49.288183,-123.051898
6706.4725,1479500.0,V5K3L7,49.290667,-123.051885
6454.9,36727000.0,V5K3L8,49.291288,-123.051905
7134.41,1652000.0,V5K3L9,49.285499,-123.049478
6176.34,1366000.0,V5K3M1,49.285488,-123.049479
8856.11,2149000.0,V5K3M2,49.286194,-123.049495
7774.54,1786000.0,V5K3M3,49.286061,-123.049486
6208.285,1324500.0,V5K3M4,49.287065,-123.049506
